"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 10- 08","10,790","10,700","10,810","10,700","20.62K","0.33%"
"2024- 10- 07","10,755","10,840","10,840","10,640","28.17K","-0.37%"
"2024- 10- 04","10,795","10,650","10,815","10,610","30.66K","1.65%"
"2024- 10- 02","10,620","10,520","10,735","10,520","15.90K","-0.65%"
"2024- 09- 30","10,690","10,870","10,955","10,685","59.21K","-0.97%"
"2024- 09- 27","10,795","10,850","10,850","10,700","24.24K","-0.05%"
"2024- 09- 26","10,800","10,625","10,800","10,585","18.51K","2.13%"
"2024- 09- 25","10,575","10,700","10,750","10,560","9.25K","-0.80%"
"2024- 09- 24","10,660","10,505","10,660","10,460","24.00K","1.72%"
"2024- 09- 23","10,480","10,400","10,480","10,290","15.42K","1.21%"
"2024- 09- 20","10,355","10,495","10,530","10,310","9.66K","-0.53%"
"2024- 09- 19","10,410","10,500","10,575","10,365","20.43K","0.10%"
"2024- 09- 13","10,400","10,335","10,400","10,270","3.65K","0.73%"
"2024- 09- 12","10,325","10,255","10,330","10,180","24.10K","1.23%"
"2024- 09- 11","10,200","10,145","10,315","10,105","15.95K","0.74%"
"2024- 09- 10","10,125","10,190","10,220","10,100","10.39K","-0.59%"
"2024- 09- 09","10,185","9,985","10,185","9,935","14.21K","0.20%"
"2024- 09- 06","10,165","10,330","10,420","10,145","31.38K","-1.60%"
"2024- 09- 05","10,330","10,190","10,395","10,190","24.94K","2.02%"
"2024- 09- 04","10,125","10,375","10,385","10,075","43.69K","-4.35%"
"2024- 09- 03","10,585","10,675","10,750","10,565","18.40K","-1.03%"
"2024- 09- 02","10,695","10,770","10,770","10,640","30.39K","-1.06%"
"2024- 08- 30","10,810","10,805","10,850","10,760","15.91K","0.05%"
"2024- 08- 29","10,805","10,715","10,815","10,650","6.08K","0.65%"
"2024- 08- 28","10,735","10,970","10,970","10,710","20.90K","-1.60%"
"2024- 08- 27","10,910","11,110","11,110","10,900","7.55K","-1.58%"
"2024- 08- 26","11,085","10,915","11,110","10,820","20.75K","1.28%"
"2024- 08- 23","10,945","10,910","10,960","10,870","10.18K","-0.14%"
"2024- 08- 22","10,960","10,785","10,960","10,785","38.51K","2.67%"
"2024- 08- 21","10,675","10,600","10,675","10,585","11.86K","0.57%"
"2024- 08- 20","10,615","10,585","10,615","10,510","47.63K","0.90%"
"2024- 08- 19","10,520","10,500","10,710","10,485","14.11K","0.10%"
"2024- 08- 16","10,510","10,700","10,705","10,505","12.48K","-1.08%"
"2024- 08- 14","10,625","10,615","10,625","10,515","12.93K","0.19%"
"2024- 08- 13","10,605","10,650","10,650","10,485","16.51K","1.39%"
"2024- 08- 12","10,460","10,520","10,550","10,430","21.56K","-0.85%"
"2024- 08- 09","10,550","10,795","10,795","10,475","18.89K","-0.66%"
"2024- 08- 08","10,620","10,450","10,650","10,345","34.63K","1.14%"
"2024- 08- 07","10,500","10,155","10,560","10,155","11.41K","1.65%"
"2024- 08- 06","10,330","10,255","10,520","10,165","49.94K","3.15%"
"2024- 08- 05","10,015","10,710","10,715","9,705","55.15K","-7.57%"
"2024- 08- 02","10,835","10,800","10,945","10,755","11.76K","-0.64%"
"2024- 08- 01","10,905","10,875","10,975","10,845","5.71K","0.37%"
"2024- 07- 31","10,865","10,835","10,885","10,775","18.01K","0.51%"
"2024- 07- 30","10,810","10,865","11,000","10,785","30.61K","-1.14%"
"2024- 07- 29","10,935","10,825","10,950","10,825","6.89K","0.78%"
"2024- 07- 26","10,850","10,870","10,900","10,815","16.07K","-0.46%"
"2024- 07- 25","10,900","10,700","10,940","10,700","37.46K","0.69%"
"2024- 07- 24","10,825","10,720","10,905","10,625","52.16K","0.14%"
"2024- 07- 23","10,810","10,955","11,105","10,810","43.17K","-1.59%"
"2024- 07- 22","10,985","10,945","11,070","10,905","18.49K","-0.09%"
"2024- 07- 19","10,995","10,865","10,995","10,855","13.02K","0.41%"
"2024- 07- 18","10,950","10,930","10,975","10,825","17.37K","-0.36%"
"2024- 07- 17","10,990","10,930","11,010","10,930","16.05K","0.32%"
"2024- 07- 16","10,955","11,125","11,125","10,925","17.09K","-1.53%"
"2024- 07- 15","11,125","11,265","11,300","11,115","28.56K","-0.40%"
"2024- 07- 12","11,170","11,195","11,465","11,135","39.17K","-0.22%"
"2024- 07- 11","11,195","11,315","11,315","11,170","20.60K","-0.75%"
"2024- 07- 10","11,280","11,130","11,290","11,065","103.71K","0.80%"
"2024- 07- 09","11,190","11,135","11,245","11,110","33.08K","0.81%"
"2024- 07- 08","11,100","10,925","11,135","10,910","34.60K","1.14%"
"2024- 07- 05","10,975","10,740","11,020","10,720","51.23K","2.71%"
"2024- 07- 04","10,685","10,710","10,790","10,670","24.82K","-0.23%"
"2024- 07- 03","10,710","10,825","10,865","10,690","24.15K","-0.23%"
"2024- 07- 02","10,735","10,885","10,885","10,735","19.22K","-1.83%"
"2024- 07- 01","10,935","10,970","10,995","10,885","17.61K","-0.59%"
"2024- 06- 28","11,000","10,885","11,040","10,885","15.78K","1.06%"
"2024- 06- 27","10,885","11,055","11,055","10,865","26.98K","-2.07%"
"2024- 06- 26","11,115","10,990","11,160","10,960","14.32K","1.09%"
"2024- 06- 25","10,995","10,990","11,025","10,935","8.07K","0.05%"
"2024- 06- 24","10,990","11,240","11,240","10,970","13.74K","-1.79%"
"2024- 06- 21","11,190","11,140","11,190","11,110","9.95K","0.40%"
"2024- 06- 20","11,145","11,100","11,200","11,065","14.78K","0.18%"
"2024- 06- 19","11,125","11,030","11,125","11,030","13.52K","1.04%"
"2024- 06- 18","11,010","11,040","11,070","10,975","15.61K","0.00%"
"2024- 06- 17","11,010","11,075","11,090","10,950","20.86K","-0.90%"
"2024- 06- 14","11,110","11,040","11,150","10,995","12.20K","0.32%"
"2024- 06- 13","11,075","11,065","11,140","11,060","52.19K","0.96%"
"2024- 06- 12","10,970","11,000","11,055","10,950","18.78K","0.00%"
"2024- 06- 11","10,970","11,035","11,060","10,960","18.88K","-0.41%"
"2024- 06- 10","11,015","11,075","11,075","10,950","12.47K","-1.52%"
"2024- 06- 07","11,185","11,250","11,310","11,175","10.35K","0.00%"
"2024- 06- 05","11,185","11,225","11,265","11,170","21.33K","-0.04%"
"2024- 06- 04","11,190","11,120","11,275","11,110","44.75K","0.36%"
"2024- 06- 03","11,150","11,145","11,270","11,115","9.39K","0.63%"
"2024- 05- 31","11,080","11,075","11,185","10,950","198.85K","-0.31%"
"2024- 05- 30","11,115","11,055","11,155","10,980","9.39K","-0.18%"
"2024- 05- 29","11,135","11,235","11,240","11,120","33.30K","-1.29%"
"2024- 05- 28","11,280","11,545","11,545","11,275","60.48K","-2.67%"
"2024- 05- 27","11,590","11,530","11,675","11,530","276.49K","1.13%"
"2024- 05- 24","11,460","11,450","11,495","11,425","6.53K","-0.87%"
"2024- 05- 23","11,560","11,435","11,585","11,340","76.45K","0.87%"
"2024- 05- 22","11,460","11,445","11,490","11,430","8.18K","-0.13%"
"2024- 05- 21","11,475","11,430","11,500","11,390","14.24K","-0.30%"
"2024- 05- 20","11,510","11,665","11,665","11,455","15.25K","-1.29%"
"2024- 05- 17","11,660","11,695","11,740","11,645","15.48K","-0.17%"
"2024- 05- 16","11,680","11,650","11,745","11,650","10.14K","0.56%"
"2024- 05- 14","11,615","11,635","11,730","11,590","15.24K","0.30%"
"2024- 05- 13","11,580","11,760","11,760","11,550","21.16K","-1.99%"
"2024- 05- 10","11,815","11,835","11,935","11,790","20.23K","0.72%"
"2024- 05- 09","11,730","11,820","11,820","11,630","11.50K","-0.26%"
"2024- 05- 08","11,760","11,765","11,835","11,700","40.48K","-0.04%"
"2024- 05- 07","11,765","11,785","11,850","11,740","21.88K","0.60%"
"2024- 05- 03","11,695","11,640","11,725","11,575","28.49K","2.27%"
"2024- 05- 02","11,435","11,360","11,445","11,350","21.39K","0.57%"
"2024- 04- 30","11,370","11,380","11,460","11,355","34.73K","-0.39%"
"2024- 04- 29","11,415","11,215","11,415","11,215","9.91K","2.28%"
"2024- 04- 26","11,160","11,235","11,235","11,155","17.36K","-0.31%"
"2024- 04- 25","11,195","11,260","11,280","11,175","11.18K","-1.37%"
"2024- 04- 24","11,350","11,360","11,405","11,335","5.96K","0.75%"
"2024- 04- 23","11,265","11,350","11,380","11,235","12.14K","-1.49%"
"2024- 04- 22","11,435","11,535","11,605","11,395","18.30K","0.00%"
"2024- 04- 19","11,435","11,365","11,530","11,235","46.65K","-0.04%"
"2024- 04- 18","11,440","11,210","11,530","11,210","14.51K","2.01%"
"2024- 04- 17","11,215","11,235","11,330","11,210","9.37K","-0.18%"
"2024- 04- 16","11,235","11,195","11,235","11,140","10.92K","-0.31%"
"2024- 04- 15","11,270","11,185","11,280","11,110","19.58K","-0.49%"
"2024- 04- 12","11,325","11,430","11,495","11,320","11.51K","-0.96%"
"2024- 04- 11","11,435","11,475","11,480","11,330","17.88K","-1.55%"
"2024- 04- 09","11,615","11,645","11,780","11,595","44.41K","-0.13%"
"2024- 04- 08","11,630","11,725","11,740","11,610","38.63K","-1.15%"
"2024- 04- 05","11,765","11,735","11,810","11,675","14.24K","-0.68%"
"2024- 04- 04","11,845","12,080","12,080","11,815","24.63K","-1.29%"
"2024- 04- 03","12,000","11,915","12,070","11,915","10.69K","0.00%"
"2024- 04- 02","12,000","12,180","12,180","11,960","31.20K","-2.40%"
"2024- 04- 01","12,295","12,185","12,320","12,180","33.59K","1.28%"
"2024- 03- 29","12,140","12,255","12,265","12,050","240.85K","-0.65%"
"2024- 03- 28","12,220","12,360","12,360","12,210","36.47K","-0.97%"
"2024- 03- 27","12,340","12,195","12,415","12,180","54.26K","1.36%"
"2024- 03- 26","12,175","12,000","12,200","11,950","37.23K","1.80%"
"2024- 03- 25","11,960","11,835","11,970","11,785","12.55K","0.97%"
"2024- 03- 22","11,845","11,820","11,900","11,820","24.26K","-0.13%"
"2024- 03- 21","11,860","11,825","11,920","11,790","28.01K","1.19%"
"2024- 03- 20","11,720","11,780","11,805","11,675","6.69K","0.51%"
"2024- 03- 19","11,660","11,745","11,745","11,625","41.32K","-0.89%"
"2024- 03- 18","11,765","11,825","11,825","11,685","20.03K","-0.04%"
"2024- 03- 15","11,770","11,850","11,850","11,700","18.25K","-1.30%"
"2024- 03- 14","11,925","11,980","12,095","11,860","14.74K","-0.46%"
"2024- 03- 13","11,980","12,035","12,035","11,890","40.53K","-0.25%"
"2024- 03- 12","12,010","11,950","12,030","11,885","24.35K","0.97%"
"2024- 03- 11","11,895","11,555","11,895","11,555","82.13K","2.99%"
"2024- 03- 08","11,550","11,525","11,670","11,505","26.93K","1.32%"
"2024- 03- 07","11,400","11,505","11,520","11,345","42.86K","-0.26%"
"2024- 03- 06","11,430","11,400","11,520","11,395","97.57K","-0.61%"
"2024- 03- 05","11,500","11,650","11,650","11,480","19.31K","-1.37%"
"2024- 03- 04","11,660","11,900","12,035","11,660","49.55K","-1.81%"
"2024- 02- 29","11,875","12,140","12,140","11,840","44.37K","-2.70%"
"2024- 02- 28","12,205","12,200","12,225","12,125","16.61K","0.08%"
"2024- 02- 27","12,195","12,280","12,280","12,105","29.76K","-0.69%"
"2024- 02- 26","12,280","12,330","12,345","12,240","18.97K","-0.41%"
"2024- 02- 23","12,330","12,430","12,430","12,290","108.76K","-0.76%"
"2024- 02- 22","12,425","12,485","12,490","12,350","48.21K","-0.20%"
"2024- 02- 21","12,450","12,425","12,505","12,415","19.57K","0.00%"
"2024- 02- 20","12,450","12,515","12,585","12,440","16.83K","-0.52%"
"2024- 02- 19","12,515","12,585","12,620","12,465","33.35K","-0.20%"
"2024- 02- 16","12,540","12,765","12,765","12,530","39.09K","-0.52%"
"2024- 02- 15","12,605","12,515","12,830","12,515","49.06K","2.15%"
"2024- 02- 14","12,340","11,965","12,385","11,965","27.36K","1.40%"
"2024- 02- 13","12,170","12,085","12,235","12,085","13.38K","1.16%"
"2024- 02- 08","12,030","12,100","12,150","12,010","15.17K","0.42%"
"2024- 02- 07","11,980","12,140","12,195","11,965","15.35K","-0.33%"
"2024- 02- 06","12,020","12,165","12,210","11,995","21.16K","-1.56%"
"2024- 02- 05","12,210","12,520","12,520","12,115","55.13K","-1.93%"
"2024- 02- 02","12,450","11,995","12,485","11,995","36.74K","4.84%"
"2024- 02- 01","11,875","11,685","11,875","11,675","11.46K","0.25%"
"2024- 01- 31","11,845","12,085","12,085","11,775","17.65K","-2.51%"
"2024- 01- 30","12,150","12,190","12,190","12,080","10.80K","-0.04%"
"2024- 01- 29","12,155","12,430","12,435","12,140","23.62K","-1.62%"
"2024- 01- 26","12,355","12,200","12,470","12,200","21.76K","1.27%"
"2024- 01- 25","12,200","12,370","12,370","12,110","12.51K","-1.49%"
"2024- 01- 24","12,385","12,400","12,430","12,280","20.28K","-0.12%"
"2024- 01- 23","12,400","12,165","12,410","12,160","1.04M","1.97%"
"2024- 01- 22","12,160","12,280","12,400","12,110","34.03K","-0.29%"
"2024- 01- 19","12,195","12,240","12,350","12,105","19.26K","0.79%"
"2024- 01- 18","12,100","12,205","12,205","12,010","31.41K","-0.86%"
"2024- 01- 17","12,205","12,600","12,660","12,120","27.38K","-3.13%"
"2024- 01- 16","12,600","12,870","13,000","12,600","16.28K","-2.70%"
"2024- 01- 15","12,950","13,000","13,035","12,915","8.67K","-0.38%"
"2024- 01- 12","13,000","13,235","13,235","12,950","23.98K","-1.78%"
"2024- 01- 11","13,235","13,135","13,350","13,125","23.97K","0.99%"
"2024- 01- 10","13,105","13,075","13,150","13,000","22.75K","0.23%"
"2024- 01- 09","13,075","13,005","13,135","13,005","26.46K","1.28%"
"2024- 01- 08","12,910","12,780","13,040","12,780","20.73K","1.10%"
"2024- 01- 05","12,770","12,830","12,925","12,700","14.25K","-0.39%"
"2024- 01- 04","12,820","12,705","12,850","12,650","18.38K","0.47%"
"2024- 01- 03","12,760","12,935","12,935","12,735","14.28K","-1.85%"
"2024- 01- 02","13,000","12,700","13,005","12,600","34.78K","2.12%"
"2023- 12- 28","12,730","12,665","12,730","12,600","11.33K","0.51%"
"2023- 12- 27","12,665","12,475","12,665","12,350","20.69K","2.76%"
"2023- 12- 26","12,325","12,320","12,400","12,310","4.93K","0.04%"
"2023- 12- 22","12,320","12,675","12,700","12,305","17.28K","-2.45%"
"2023- 12- 21","12,630","12,680","12,720","12,545","22.60K","-1.06%"
"2023- 12- 20","12,765","12,860","12,910","12,760","15.74K","0.04%"
"2023- 12- 19","12,760","12,640","12,850","12,640","9.62K","0.35%"
"2023- 12- 18","12,715","12,805","12,805","12,680","13.55K","-0.20%"
"2023- 12- 15","12,740","12,710","12,755","12,670","34.33K","0.24%"
"2023- 12- 14","12,710","12,585","12,855","12,585","55.11K","2.83%"
"2023- 12- 13","12,360","12,485","12,525","12,360","7.39K","-1.00%"
"2023- 12- 12","12,485","12,640","12,640","12,445","19.76K","-1.23%"
"2023- 12- 11","12,640","12,715","12,780","12,550","9.53K","0.08%"
"2023- 12- 08","12,630","12,535","12,690","12,440","19.56K","0.76%"
"2023- 12- 07","12,535","12,510","12,580","12,440","8.79K","0.20%"
"2023- 12- 06","12,510","12,350","12,595","12,350","23.42K","1.58%"
"2023- 12- 05","12,315","12,370","12,515","12,310","9.40K","-0.97%"
"2023- 12- 04","12,435","12,355","12,550","12,345","24.56K","0.65%"
"2023- 12- 01","12,355","12,350","12,470","12,275","15.56K","0.20%"
"2023- 11- 30","12,330","12,335","12,350","12,250","13.91K","-0.04%"
"2023- 11- 29","12,335","12,385","12,425","12,275","22.22K","-0.40%"
"2023- 11- 28","12,385","12,330","12,400","12,265","3.06K","0.73%"
"2023- 11- 27","12,295","12,265","12,440","12,200","9.68K","0.41%"
"2023- 11- 24","12,245","12,265","12,320","12,195","15.70K","0.00%"
"2023- 11- 23","12,245","12,210","12,295","12,155","15.34K","0.29%"
"2023- 11- 22","12,210","11,950","12,225","11,895","11.90K","1.67%"
"2023- 11- 21","12,010","11,925","12,080","11,925","16.12K","1.52%"
"2023- 11- 20","11,830","11,620","11,840","11,550","19.62K","1.76%"
"2023- 11- 17","11,625","12,010","12,010","11,560","21.22K","-3.17%"
"2023- 11- 16","12,005","11,960","12,055","11,950","7.59K","-0.29%"
"2023- 11- 15","12,040","11,950","12,110","11,895","32.45K","3.21%"
"2023- 11- 14","11,665","11,620","11,735","11,620","7.12K","1.52%"
"2023- 11- 13","11,490","11,825","11,895","11,485","15.30K","-2.71%"
"2023- 11- 10","11,810","11,710","11,865","11,665","2.66K","-0.63%"
"2023- 11- 09","11,885","11,725","11,960","11,665","10.36K","0.64%"
"2023- 11- 08","11,810","11,665","11,905","11,665","27.48K","2.30%"
"2023- 11- 07","11,545","11,600","11,665","11,395","20.57K","-0.30%"
"2023- 11- 06","11,580","11,460","11,680","11,445","28.70K","2.43%"
"2023- 11- 03","11,305","11,170","11,350","11,065","8.61K","2.68%"
"2023- 11- 02","11,010","10,980","11,110","10,930","12.72K","1.29%"
"2023- 11- 01","10,870","10,790","10,875","10,725","8.08K","1.02%"
"2023- 10- 31","10,760","10,920","10,935","10,700","11.09K","-0.14%"
"2023- 10- 30","10,775","10,665","10,810","10,665","1.86K","0.84%"
"2023- 10- 27","10,685","10,555","10,765","10,555","9.52K","2.05%"
"2023- 10- 26","10,470","10,720","10,720","10,470","30.22K","-4.21%"
"2023- 10- 25","10,930","10,950","10,970","10,860","5.85K","-0.09%"
"2023- 10- 24","10,940","10,700","10,940","10,530","4.30K","3.50%"
"2023- 10- 23","10,570","10,550","10,750","10,550","3.41K","-1.08%"
"2023- 10- 20","10,685","10,630","10,775","10,570","8.43K","-1.06%"
"2023- 10- 19","10,800","10,955","10,955","10,765","16.84K","-2.70%"
"2023- 10- 18","11,100","11,215","11,270","11,100","3.91K","-1.03%"
"2023- 10- 17","11,215","11,290","11,305","11,200","4.29K","0.27%"
"2023- 10- 16","11,185","11,275","11,275","11,085","7.40K","-1.19%"
"2023- 10- 13","11,320","11,315","11,380","11,285","5.07K","-0.70%"
"2023- 10- 12","11,400","11,210","11,415","11,200","5.36K","1.88%"
"2023- 10- 11","11,190","11,120","11,270","11,120","12.86K","1.87%"
"2023- 10- 10","10,985","11,205","11,220","10,925","9.26K","-0.68%"
"2023- 10- 06","11,060","10,935","11,110","10,935","8.96K","1.14%"
"2023- 10- 05","10,935","11,040","11,075","10,905","13.30K","0.00%"
"2023- 10- 04","10,935","11,320","11,320","10,935","13.97K","-4.62%"
"2023- 09- 27","11,465","11,355","11,465","11,285","4.20K","0.44%"
"2023- 09- 26","11,415","11,635","11,645","11,415","10.42K","-1.76%"
"2023- 09- 25","11,620","11,555","11,695","11,555","7.87K","0.56%"
"2023- 09- 22","11,555","11,540","11,665","11,430","10.81K","-1.11%"
"2023- 09- 21","11,685","12,050","12,050","11,685","9.35K","-3.43%"
"2023- 09- 20","12,100","12,230","12,230","12,045","9.92K","-1.06%"
"2023- 09- 19","12,230","12,340","12,340","12,190","6.55K","-0.73%"
"2023- 09- 18","12,320","12,410","12,515","12,285","11.67K","-1.04%"
"2023- 09- 15","12,450","12,425","12,450","12,310","16.39K","0.08%"
"2023- 09- 14","12,440","12,370","12,440","12,240","5.12K","1.34%"
"2023- 09- 13","12,275","12,400","12,400","12,195","14.86K","-1.01%"
"2023- 09- 12","12,400","12,190","12,485","12,190","16.92K","2.10%"
"2023- 09- 11","12,145","12,205","12,220","12,095","10.56K","-0.21%"
"2023- 09- 08","12,170","12,245","12,245","12,075","20.61K","0.16%"
"2023- 09- 07","12,150","12,190","12,340","12,150","7.84K","-0.33%"
"2023- 09- 06","12,190","12,260","12,260","12,080","17.49K","-0.33%"
"2023- 09- 05","12,230","12,290","12,290","12,205","7.19K","-0.45%"
"2023- 09- 04","12,285","12,275","12,285","12,125","11.14K","-0.04%"
"2023- 09- 01","12,290","12,290","12,360","12,255","8.39K","-0.08%"
"2023- 08- 31","12,300","12,435","12,435","12,255","10.30K","-0.81%"
"2023- 08- 30","12,400","12,500","12,535","12,380","19.89K","0.28%"
"2023- 08- 29","12,365","12,270","12,410","12,225","13.36K","1.31%"
"2023- 08- 28","12,205","12,150","12,205","12,050","20.91K","1.20%"
"2023- 08- 25","12,060","12,135","12,140","12,000","16.38K","-2.07%"
"2023- 08- 24","12,315","12,195","12,420","12,150","39.73K","1.90%"
"2023- 08- 23","12,085","12,260","12,280","12,055","12.24K","-1.23%"
"2023- 08- 22","12,235","12,310","12,425","12,230","6.21K","0.08%"
"2023- 08- 21","12,225","12,270","12,390","12,195","11.04K","0.45%"
"2023- 08- 18","12,170","12,285","12,330","12,145","41.35K","-2.25%"
"2023- 08- 17","12,450","12,540","12,540","12,340","7.79K","-0.60%"
"2023- 08- 16","12,525","12,700","12,710","12,525","20.72K","-2.07%"
"2023- 08- 14","12,790","12,920","12,920","12,725","24.02K","-1.16%"
"2023- 08- 11","12,940","12,925","13,055","12,900","20.28K","-0.19%"
"2023- 08- 10","12,965","13,110","13,110","12,845","17.99K","-1.48%"
"2023- 08- 09","13,160","13,155","13,245","13,100","17.65K","0.15%"
"2023- 08- 08","13,140","13,525","13,545","13,115","29.20K","-1.76%"
"2023- 08- 07","13,375","13,140","13,595","13,140","127.60K","2.18%"
"2023- 08- 04","13,090","13,065","13,325","12,990","152.78K","0.54%"
"2023- 08- 03","13,020","13,060","13,115","12,885","32.19K","-0.99%"
"2023- 08- 02","13,150","13,385","13,385","13,050","26.56K","-1.72%"
"2023- 08- 01","13,380","13,145","13,485","13,145","47.29K","2.29%"
"2023- 07- 31","13,080","12,890","13,165","12,775","53.08K","2.15%"
"2023- 07- 28","12,805","12,755","12,805","12,620","20.68K","0.55%"
"2023- 07- 27","12,735","12,225","12,775","12,225","27.29K","4.26%"
"2023- 07- 26","12,215","12,645","12,645","12,090","39.76K","-3.29%"
"2023- 07- 25","12,630","12,650","12,750","12,520","95.23K","0.16%"
"2023- 07- 24","12,610","12,820","12,820","12,575","18.99K","-1.64%"
"2023- 07- 21","12,820","12,785","12,840","12,690","73.00K","-0.89%"
"2023- 07- 20","12,935","12,850","13,000","12,790","11.49K","0.43%"
