"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 11- 28","10,440","10,385","10,490","10,310","107.73K","1.61%"
"2024- 11- 27","10,275","10,470","10,520","10,260","313.43K","-2.10%"
"2024- 11- 26","10,495","10,535","10,635","10,470","30.36K","-0.94%"
"2024- 11- 25","10,595","10,385","10,675","10,385","13.39K","2.02%"
"2024- 11- 22","10,385","10,345","10,540","10,345","29.95K","0.39%"
"2024- 11- 21","10,345","10,220","10,420","10,170","10.28K","1.22%"
"2024- 11- 20","10,220","10,145","10,295","10,085","11.76K","0.25%"
"2024- 11- 19","10,195","10,050","10,195","9,945","17.06K","1.70%"
"2024- 11- 18","10,025","9,635","10,065","9,635","51.35K","2.30%"
"2024- 11- 15","9,800","9,835","9,920","9,495","68.45K","-1.85%"
"2024- 11- 14","9,985","10,220","10,230","9,910","64.94K","-2.06%"
"2024- 11- 13","10,195","10,345","10,485","10,170","50.59K","-3.50%"
"2024- 11- 12","10,565","10,670","10,730","10,505","20.38K","-1.31%"
"2024- 11- 11","10,705","10,965","10,965","10,630","62.34K","-2.42%"
"2024- 11- 08","10,970","11,015","11,200","10,935","55.49K","-0.72%"
"2024- 11- 07","11,050","11,110","11,240","10,850","274.35K","-1.56%"
"2024- 11- 06","11,225","11,630","11,650","11,180","54.88K","-3.73%"
"2024- 11- 05","11,660","11,630","11,770","11,535","47.41K","-0.30%"
"2024- 11- 04","11,695","11,600","11,720","11,525","15.23K","0.82%"
"2024- 11- 01","11,600","11,465","11,760","11,465","26.82K","-0.47%"
"2024- 10- 31","11,655","11,565","11,695","11,450","34.28K","0.26%"
"2024- 10- 30","11,625","11,670","11,755","11,595","33.13K","-1.40%"
"2024- 10- 29","11,790","11,940","11,940","11,645","58.12K","-1.79%"
"2024- 10- 28","12,005","11,595","12,010","11,595","32.10K","3.89%"
"2024- 10- 25","11,555","11,735","11,765","11,510","27.63K","-0.64%"
"2024- 10- 24","11,630","11,705","11,770","11,605","18.35K","-0.30%"
"2024- 10- 23","11,665","11,520","11,735","11,410","73.74K","1.57%"
"2024- 10- 22","11,485","11,735","11,770","11,485","144.11K","-2.75%"
"2024- 10- 21","11,810","11,755","11,915","11,755","70.36K","0.64%"
"2024- 10- 18","11,735","11,860","11,925","11,690","241.34K","-1.18%"
"2024- 10- 17","11,875","11,980","12,055","11,875","22.09K","-0.84%"
"2024- 10- 16","11,975","12,165","12,165","11,940","1.75M","-1.56%"
"2024- 10- 15","12,165","12,345","12,400","12,030","552.06K","-1.70%"
"2024- 10- 14","12,375","12,425","12,425","12,260","17.85K","-0.52%"
"2024- 10- 11","12,440","12,605","12,695","12,355","301.84K","-1.66%"
"2024- 10- 10","12,650","12,620","12,700","12,485","756.46K","0.92%"
"2024- 10- 08","12,535","12,640","12,665","12,490","159.99K","-1.30%"
"2024- 10- 07","12,700","12,410","12,740","12,330","186.76K","2.34%"
"2024- 10- 04","12,410","12,430","12,500","12,335","343.63K","-0.16%"
"2024- 10- 02","12,430","12,435","12,615","12,350","45.84K","-0.80%"
"2024- 09- 30","12,530","12,885","12,900","12,515","262.06K","-1.88%"
"2024- 09- 27","12,770","12,710","12,925","12,645","248.96K","0.16%"
"2024- 09- 26","12,750","12,445","12,750","12,445","138.05K","2.41%"
"2024- 09- 25","12,450","12,580","12,670","12,415","2.96M","0.12%"
"2024- 09- 24","12,435","11,790","12,435","11,790","705.38K","5.61%"
"2024- 09- 23","11,775","11,615","11,775","11,615","3.52K","1.95%"
"2024- 09- 20","11,550","11,780","11,805","11,550","197.52K","-0.43%"
"2024- 09- 19","11,600","11,735","11,830","11,470","1.80K","-0.26%"
"2024- 09- 13","11,630","11,750","11,750","11,500","1.10K","-0.73%"
"2024- 09- 12","11,715","11,595","11,715","11,510","8.73K","2.27%"
"2024- 09- 11","11,455","11,230","11,480","11,230","6.25K","2.46%"
"2024- 09- 10","11,180","11,305","11,435","11,180","13.41K","-0.71%"
"2024- 09- 09","11,260","11,165","11,315","11,070","4.81K","-0.92%"
"2024- 09- 06","11,365","11,740","11,760","11,350","15.00K","-3.24%"
"2024- 09- 05","11,745","11,930","11,995","11,660","13.38K","-1.05%"
"2024- 09- 04","11,870","11,875","12,025","11,835","19.97K","-3.38%"
"2024- 09- 03","12,285","12,385","12,445","12,270","4.93K","-0.53%"
"2024- 09- 02","12,350","12,180","12,400","12,130","28.95K","2.15%"
"2024- 08- 30","12,090","12,080","12,130","12,000","9.95K","0.42%"
"2024- 08- 29","12,040","11,775","12,080","11,770","12.60K","1.43%"
"2024- 08- 28","11,870","12,210","12,210","11,870","28.83K","-2.59%"
"2024- 08- 27","12,185","12,195","12,230","12,075","53.77K","0.49%"
"2024- 08- 26","12,125","12,220","12,285","12,080","5.14K","-0.21%"
"2024- 08- 23","12,150","12,205","12,220","12,050","59.77K","-1.02%"
"2024- 08- 22","12,275","12,170","12,360","12,170","87.81K","1.11%"
"2024- 08- 21","12,140","12,025","12,220","12,025","8.93K","0.58%"
"2024- 08- 20","12,070","11,980","12,110","11,865","9.23K","1.73%"
"2024- 08- 19","11,865","12,110","12,230","11,865","10.11K","-2.10%"
"2024- 08- 16","12,120","12,285","12,350","12,120","10.49K","0.00%"
"2024- 08- 14","12,120","12,015","12,125","12,005","3.47K","1.93%"
"2024- 08- 13","11,890","11,870","11,940","11,735","14.39K","-0.04%"
"2024- 08- 12","11,895","11,800","11,960","11,800","8.83K","1.23%"
"2024- 08- 09","11,750","11,545","11,800","11,545","14.17K","3.89%"
"2024- 08- 08","11,310","11,405","11,510","11,310","19.51K","-3.00%"
"2024- 08- 07","11,660","11,635","11,865","11,610","7.61K","-0.98%"
"2024- 08- 06","11,775","11,340","11,865","11,270","11.57K","6.85%"
"2024- 08- 05","11,020","12,200","12,200","10,765","27.99K","-10.77%"
"2024- 08- 02","12,350","12,550","12,575","12,315","9.00K","-3.21%"
"2024- 08- 01","12,760","12,520","12,810","12,520","7.45K","2.28%"
"2024- 07- 31","12,475","12,520","12,520","12,380","3.90K","-0.08%"
"2024- 07- 30","12,485","12,500","12,625","12,460","5.67K","-0.79%"
"2024- 07- 29","12,585","12,500","12,625","12,445","8.01K","0.60%"
"2024- 07- 26","12,510","12,765","12,765","12,470","7.31K","-1.26%"
"2024- 07- 25","12,670","12,580","12,700","12,360","26.49K","0.24%"
"2024- 07- 24","12,640","12,675","12,895","12,640","6.66K","-1.10%"
"2024- 07- 23","12,780","13,005","13,055","12,780","9.39K","-1.31%"
"2024- 07- 22","12,950","13,400","13,400","12,885","11.52K","-2.85%"
"2024- 07- 19","13,330","13,325","13,330","13,130","12.86K","0.15%"
"2024- 07- 18","13,310","13,415","13,445","13,235","16.33K","-0.75%"
"2024- 07- 17","13,410","13,445","13,585","13,390","7.48K","-0.19%"
"2024- 07- 16","13,435","13,715","13,715","13,430","19.17K","-2.29%"
"2024- 07- 15","13,750","13,860","13,860","13,700","18.21K","-0.33%"
"2024- 07- 12","13,795","13,800","13,895","13,700","5.48K","0.11%"
"2024- 07- 11","13,780","13,800","13,905","13,730","11.20K","0.73%"
"2024- 07- 10","13,680","13,870","13,870","13,680","10.14K","-1.51%"
"2024- 07- 09","13,890","13,940","14,010","13,840","8.07K","-0.25%"
"2024- 07- 08","13,925","13,810","14,010","13,740","15.26K","1.02%"
"2024- 07- 05","13,785","13,850","13,920","13,725","8.49K","-0.76%"
"2024- 07- 04","13,890","13,810","13,935","13,760","14.85K","1.13%"
"2024- 07- 03","13,735","13,655","13,850","13,615","8.28K","1.63%"
"2024- 07- 02","13,515","13,695","13,710","13,505","10.55K","-1.92%"
"2024- 07- 01","13,780","13,580","13,780","13,510","13.75K","0.66%"
"2024- 06- 28","13,690","13,455","13,830","13,455","26.27K","1.86%"
"2024- 06- 27","13,440","13,445","13,545","13,385","14.70K","-0.52%"
"2024- 06- 26","13,510","13,580","13,615","13,465","11.52K","-0.70%"
"2024- 06- 25","13,605","13,735","13,800","13,600","15.51K","-0.48%"
"2024- 06- 24","13,670","13,905","13,905","13,655","7.72K","-2.11%"
"2024- 06- 21","13,965","14,180","14,205","13,930","10.88K","-1.52%"
"2024- 06- 20","14,180","14,085","14,365","14,085","20.13K","1.32%"
"2024- 06- 19","13,995","13,885","14,045","13,835","7.91K","1.16%"
"2024- 06- 18","13,835","14,100","14,180","13,790","9.37K","-1.64%"
"2024- 06- 17","14,065","14,180","14,260","14,060","2.68K","-1.44%"
"2024- 06- 14","14,270","14,355","14,360","14,055","11.20K","-0.66%"
"2024- 06- 13","14,365","14,555","14,555","14,360","14.22K","-0.69%"
"2024- 06- 12","14,465","14,400","14,555","14,380","7.66K","0.07%"
"2024- 06- 11","14,455","14,210","14,570","14,210","20.85K","1.87%"
"2024- 06- 10","14,190","14,225","14,330","14,140","5.08K","-0.67%"
"2024- 06- 07","14,285","14,170","14,330","14,095","31.22K","1.10%"
"2024- 06- 05","14,130","13,900","14,210","13,900","32.44K","1.62%"
"2024- 06- 04","13,905","13,790","14,050","13,790","24.27K","-0.43%"
"2024- 06- 03","13,965","13,935","14,120","13,900","44.96K","1.09%"
"2024- 05- 31","13,815","13,540","13,850","13,540","11.43K","1.54%"
"2024- 05- 30","13,605","13,730","13,765","13,540","12.02K","-1.16%"
"2024- 05- 29","13,765","14,090","14,090","13,750","21.32K","-2.93%"
"2024- 05- 28","14,180","14,300","14,365","14,180","6.75K","-0.84%"
"2024- 05- 27","14,300","14,140","14,375","14,070","12.08K","2.14%"
"2024- 05- 24","14,000","14,065","14,150","14,000","21.69K","-1.79%"
"2024- 05- 23","14,255","14,165","14,395","14,155","13.28K","0.25%"
"2024- 05- 22","14,220","14,220","14,285","14,195","11.20K","0.67%"
"2024- 05- 21","14,125","14,400","14,400","14,125","20.33K","-1.98%"
"2024- 05- 20","14,410","14,425","14,485","14,400","13.01K","0.56%"
"2024- 05- 17","14,330","14,395","14,430","14,275","23.85K","-0.86%"
"2024- 05- 16","14,455","14,600","14,600","14,420","9.02K","0.70%"
"2024- 05- 14","14,355","14,195","14,440","14,195","20.40K","1.45%"
"2024- 05- 13","14,150","14,430","14,430","14,150","57.94K","-1.22%"
"2024- 05- 10","14,325","14,460","14,485","14,250","17.51K","-0.69%"
"2024- 05- 09","14,425","14,510","14,520","14,380","10.83K","-0.52%"
"2024- 05- 08","14,500","14,365","14,500","14,260","45.27K","1.15%"
"2024- 05- 07","14,335","14,370","14,390","14,250","29.96K","0.60%"
"2024- 05- 03","14,250","14,340","14,380","14,185","8.47K","-0.04%"
"2024- 05- 02","14,255","14,380","14,420","14,225","23.59K","-1.18%"
"2024- 04- 30","14,425","14,600","14,600","14,395","23.08K","-0.52%"
"2024- 04- 29","14,500","14,035","14,530","14,035","31.45K","3.31%"
"2024- 04- 26","14,035","14,170","14,170","13,950","11.41K","-0.60%"
"2024- 04- 25","14,120","14,285","14,285","14,050","2.38K","-0.46%"
"2024- 04- 24","14,185","14,215","14,255","14,115","24.81K","1.43%"
"2024- 04- 23","13,985","14,115","14,115","13,935","51.04K","-0.32%"
"2024- 04- 22","14,030","13,900","14,070","13,890","7.85K","1.45%"
"2024- 04- 19","13,830","14,030","14,030","13,770","9.29K","-2.09%"
"2024- 04- 18","14,125","13,920","14,150","13,920","39.79K","1.73%"
"2024- 04- 17","13,885","14,045","14,180","13,875","4.33K","-1.49%"
"2024- 04- 16","14,095","14,250","14,250","14,030","5.73K","-1.36%"
"2024- 04- 15","14,290","14,540","14,560","14,290","17.46K","-2.36%"
"2024- 04- 12","14,635","14,795","14,805","14,630","3.11K","-1.08%"
"2024- 04- 11","14,795","14,890","14,925","14,745","22.38K","-1.37%"
"2024- 04- 09","15,000","14,945","15,215","14,945","3.35K","-0.40%"
"2024- 04- 08","15,060","15,075","15,165","14,905","12.65K","-1.34%"
"2024- 04- 05","15,265","15,070","15,355","15,070","4.89K","-0.23%"
"2024- 04- 04","15,300","15,170","15,465","15,160","6.90K","0.53%"
"2024- 04- 03","15,220","15,375","15,375","15,195","7.45K","-1.68%"
"2024- 04- 02","15,480","15,660","15,660","15,405","4.57K","-0.74%"
"2024- 04- 01","15,595","15,520","15,690","15,520","23.76K","0.42%"
"2024- 03- 29","15,530","15,510","15,725","15,480","10.51K","-1.08%"
"2024- 03- 28","15,700","15,780","15,845","15,630","8.30K","-0.13%"
"2024- 03- 27","15,720","15,700","15,840","15,610","12.21K","0.13%"
"2024- 03- 26","15,700","15,790","15,880","15,630","15.40K","-0.57%"
"2024- 03- 25","15,790","15,580","15,805","15,580","9.93K","0.64%"
"2024- 03- 22","15,690","15,695","15,815","15,610","5.68K","0.48%"
"2024- 03- 21","15,615","15,795","15,795","15,565","7.76K","0.35%"
"2024- 03- 20","15,560","15,660","15,685","15,520","5.06K","-0.58%"
"2024- 03- 19","15,650","15,725","15,750","15,540","5.00K","-0.48%"
"2024- 03- 18","15,725","15,365","15,745","15,365","7.48K","2.38%"
"2024- 03- 15","15,360","15,540","15,540","15,300","2.95K","-0.97%"
"2024- 03- 14","15,510","15,605","15,605","15,450","9.02K","0.00%"
"2024- 03- 13","15,510","15,575","15,700","15,470","5.84K","-0.70%"
"2024- 03- 12","15,620","15,325","15,620","15,325","27.44K","2.09%"
"2024- 03- 11","15,300","15,230","15,440","15,230","5.91K","-0.52%"
"2024- 03- 08","15,380","15,355","15,550","15,260","5.73K","0.85%"
"2024- 03- 07","15,250","15,255","15,400","15,145","17.44K","-0.03%"
"2024- 03- 06","15,255","15,240","15,485","15,190","14.73K","-0.62%"
"2024- 03- 05","15,350","15,205","15,555","15,205","32.01K","-0.39%"
"2024- 03- 04","15,410","15,260","15,560","15,260","14.41K","1.02%"
"2024- 02- 29","15,255","15,195","15,325","15,185","6.02K","-0.46%"
"2024- 02- 28","15,325","15,215","15,505","15,215","47.99K","1.16%"
"2024- 02- 27","15,150","15,300","15,515","15,150","5.19K","-1.11%"
"2024- 02- 26","15,320","15,425","15,425","15,225","11.19K","-0.29%"
"2024- 02- 23","15,365","15,410","15,505","15,300","10.37K","-1.00%"
"2024- 02- 22","15,520","15,715","15,885","15,520","21.50K","-1.80%"
"2024- 02- 21","15,805","15,590","15,875","15,590","5.48K","-0.09%"
"2024- 02- 20","15,820","15,850","15,850","15,575","48.14K","-0.19%"
"2024- 02- 19","15,850","15,740","15,955","15,740","15.82K","0.70%"
"2024- 02- 16","15,740","15,560","15,870","15,560","23.83K","1.78%"
"2024- 02- 15","15,465","15,245","15,485","15,245","21.74K","1.78%"
"2024- 02- 14","15,195","14,935","15,250","14,900","10.52K","-0.95%"
"2024- 02- 13","15,340","15,160","15,475","15,160","20.53K","1.52%"
"2024- 02- 08","15,110","15,110","15,180","14,960","16.64K","1.99%"
"2024- 02- 07","14,815","14,810","15,100","14,635","5.53K","1.96%"
"2024- 02- 06","14,530","14,510","14,690","14,500","3.18K","-1.09%"
"2024- 02- 05","14,690","14,600","14,830","14,460","7.50K","-0.20%"
"2024- 02- 02","14,720","14,365","14,770","14,365","11.67K","1.97%"
"2024- 02- 01","14,435","14,010","14,435","13,940","11.33K","2.52%"
"2024- 01- 31","14,080","14,065","14,270","14,065","6.87K","-0.81%"
"2024- 01- 30","14,195","14,280","14,575","14,165","9.42K","-0.56%"
"2024- 01- 29","14,275","14,080","14,305","14,070","4.57K","1.21%"
"2024- 01- 26","14,105","13,735","14,185","13,690","17.99K","1.99%"
"2024- 01- 25","13,830","13,825","13,855","13,545","23.00K","0.36%"
"2024- 01- 24","13,780","13,745","13,855","13,515","3.32K","1.21%"
"2024- 01- 23","13,615","13,535","13,715","13,440","9.98K","0.78%"
"2024- 01- 22","13,510","14,100","14,100","13,505","11.11K","-3.50%"
"2024- 01- 19","14,000","14,300","14,405","13,925","5.91K","-1.86%"
"2024- 01- 18","14,265","14,335","14,465","14,200","2.67K","-0.24%"
"2024- 01- 17","14,300","14,815","14,815","14,300","6.22K","-3.48%"
"2024- 01- 16","14,815","15,020","15,035","14,815","3.53K","-0.80%"
"2024- 01- 15","14,935","15,180","15,180","14,915","5.01K","-0.99%"
"2024- 01- 12","15,085","15,335","15,335","15,060","4.31K","-1.28%"
"2024- 01- 11","15,280","15,300","15,450","15,280","3.38K","-0.42%"
"2024- 01- 10","15,345","15,575","15,575","15,290","5.20K","-0.87%"
"2024- 01- 09","15,480","15,555","15,765","15,480","1.75K","-0.03%"
"2024- 01- 08","15,485","15,610","15,675","15,480","2.17K","-0.93%"
"2024- 01- 05","15,630","15,465","15,760","15,465","5.38K","0.42%"
"2024- 01- 04","15,565","15,315","15,650","15,270","1.75K","0.13%"
"2024- 01- 03","15,545","15,730","15,730","15,545","12.04K","-2.26%"
"2024- 01- 02","15,905","16,000","16,000","15,825","25.15K","-0.44%"
"2023- 12- 28","15,975","15,825","16,005","15,795","4.98K","0.95%"
"2023- 12- 27","15,825","15,660","15,940","15,660","11.19K","0.92%"
"2023- 12- 26","15,680","15,835","15,835","15,610","4.92K","-0.98%"
"2023- 12- 22","15,835","16,250","16,250","15,830","12.74K","-1.52%"
"2023- 12- 21","16,080","16,265","16,265","15,945","4.75K","-1.47%"
"2023- 12- 20","16,320","16,320","16,320","16,165","10.59K","1.30%"
"2023- 12- 19","16,110","15,895","16,110","15,860","3.77K","0.85%"
"2023- 12- 18","15,975","15,740","16,060","15,695","23.56K","1.98%"
"2023- 12- 15","15,665","15,290","15,820","15,290","10.83K","3.26%"
"2023- 12- 14","15,170","15,210","15,360","15,165","2.45K","0.40%"
"2023- 12- 13","15,110","15,265","15,430","15,050","8.08K","-2.17%"
"2023- 12- 12","15,445","15,335","15,525","15,335","5.09K","-0.26%"
"2023- 12- 11","15,485","15,435","15,580","15,385","6.18K","-0.35%"
"2023- 12- 08","15,540","15,255","15,540","15,255","6.91K","1.77%"
"2023- 12- 07","15,270","15,355","15,355","15,085","5.01K","-0.36%"
"2023- 12- 06","15,325","15,355","15,450","15,295","4.72K","-0.20%"
"2023- 12- 05","15,355","15,455","15,525","15,260","4.75K","-0.65%"
"2023- 12- 04","15,455","15,815","15,815","15,405","3.08K","-1.65%"
"2023- 12- 01","15,715","16,000","16,000","15,635","27.67K","-1.78%"
"2023- 11- 30","16,000","15,840","16,000","15,840","5.26K","1.01%"
"2023- 11- 29","15,840","15,770","15,890","15,610","9.60K","0.32%"
"2023- 11- 28","15,790","15,700","16,000","15,700","2.52K","1.06%"
"2023- 11- 27","15,625","15,660","15,910","15,615","3.37K","-0.35%"
"2023- 11- 24","15,680","15,675","15,945","15,675","39.49K","-0.79%"
"2023- 11- 23","15,805","15,720","15,915","15,695","10.19K","0.54%"
"2023- 11- 22","15,720","15,740","15,740","15,555","3.88K","-0.38%"
"2023- 11- 21","15,780","16,140","16,140","15,530","15.01K","0.70%"
"2023- 11- 20","15,670","15,345","15,700","15,275","13.11K","2.89%"
"2023- 11- 17","15,230","15,340","15,340","15,135","5.04K","-1.23%"
"2023- 11- 16","15,420","15,645","15,645","15,415","11.17K","-1.00%"
"2023- 11- 15","15,575","15,725","15,945","15,420","3.76K","2.33%"
"2023- 11- 14","15,220","15,105","15,310","15,000","6.73K","2.84%"
"2023- 11- 13","14,800","15,140","15,140","14,755","2.18K","-0.27%"
"2023- 11- 10","14,840","15,000","15,020","14,785","2.19K","-3.04%"
"2023- 11- 09","15,305","15,330","15,480","15,095","1.88K","-0.78%"
"2023- 11- 08","15,425","15,855","16,165","15,390","2.89K","-4.19%"
"2023- 11- 07","16,100","16,480","16,740","15,640","8.30K","-2.45%"
"2023- 11- 06","16,505","15,500","16,530","15,330","19.37K","12.24%"
"2023- 11- 03","14,705","14,745","14,865","14,540","5.85K","1.69%"
"2023- 11- 02","14,460","13,995","14,460","13,995","10.49K","4.63%"
"2023- 11- 01","13,820","14,120","14,240","13,765","4.71K","-0.61%"
"2023- 10- 31","13,905","14,320","14,320","13,830","4.71K","-3.20%"
"2023- 10- 30","14,365","13,730","14,405","13,730","4.90K","2.94%"
"2023- 10- 27","13,955","13,800","14,240","13,760","6.26K","1.49%"
"2023- 10- 26","13,750","14,200","14,205","13,670","6.17K","-5.73%"
"2023- 10- 25","14,585","15,150","15,150","14,585","4.39K","-3.41%"
"2023- 10- 24","15,100","14,860","15,100","14,360","4.55K","1.99%"
"2023- 10- 23","14,805","14,970","15,015","14,740","3.84K","-1.30%"
"2023- 10- 20","15,000","15,300","15,315","14,940","6.21K","-3.60%"
"2023- 10- 19","15,560","15,645","15,705","15,505","2.94K","-2.57%"
"2023- 10- 18","15,970","15,995","16,085","15,930","1.21K","-0.96%"
"2023- 10- 17","16,125","16,120","16,395","16,120","3.30K","0.34%"
"2023- 10- 16","16,070","15,855","16,070","15,780","5.63K","-0.28%"
"2023- 10- 13","16,115","16,230","16,320","16,095","1.51K","-1.92%"
"2023- 10- 12","16,430","16,020","16,545","16,020","3.69K","2.62%"
"2023- 10- 11","16,010","15,700","16,085","15,630","20.88K","4.44%"
"2023- 10- 10","15,330","16,010","16,010","15,260","13.29K","-2.36%"
"2023- 10- 06","15,700","15,675","15,800","15,595","2.47K","0.58%"
"2023- 10- 05","15,610","15,965","16,050","15,600","10.62K","-0.45%"
"2023- 10- 04","15,680","16,210","16,240","15,670","28.55K","-4.97%"
"2023- 09- 27","16,500","16,035","16,565","16,035","6.48K","0.61%"
"2023- 09- 26","16,400","16,455","16,745","16,395","1.82K","-1.06%"
"2023- 09- 25","16,575","16,850","17,125","16,510","5.16K","-2.41%"
"2023- 09- 22","16,985","17,025","17,050","16,775","2.41K","-0.90%"
"2023- 09- 21","17,140","17,495","17,500","17,080","1.20K","-2.06%"
"2023- 09- 20","17,500","17,400","17,535","17,295","3.08K","0.92%"
"2023- 09- 19","17,340","17,410","17,525","17,325","1.82K","-0.91%"
"2023- 09- 18","17,500","17,305","17,600","17,305","4.98K","0.43%"
"2023- 09- 15","17,425","17,175","17,560","17,175","5.19K","1.01%"
"2023- 09- 14","17,250","16,970","17,310","16,970","3.35K","1.65%"
"2023- 09- 13","16,970","17,185","17,450","16,970","4.69K","-2.83%"
"2023- 09- 12","17,465","17,755","17,755","17,340","3.61K","-1.49%"
"2023- 09- 11","17,730","17,825","17,890","17,710","1.74K","-0.81%"
"2023- 09- 08","17,875","17,800","17,950","17,660","3.77K","0.11%"
"2023- 09- 07","17,855","18,050","18,255","17,810","8.52K","-2.22%"
"2023- 09- 06","18,260","18,755","18,755","18,210","4.17K","-1.54%"
"2023- 09- 05","18,545","18,670","18,765","18,400","7.84K","-0.51%"
"2023- 09- 04","18,640","18,500","18,835","18,485","8.32K","-0.16%"
"2023- 09- 01","18,670","18,990","18,990","18,670","16.97K","-2.33%"
"2023- 08- 31","19,115","19,110","19,295","18,830","2.77K","0.03%"
"2023- 08- 30","19,110","19,075","19,230","19,060","12.30K","1.49%"
"2023- 08- 29","18,830","18,955","18,975","18,735","4.56K","-0.66%"
"2023- 08- 28","18,955","18,830","19,020","18,830","13.48K","1.26%"
"2023- 08- 25","18,720","18,460","18,790","18,435","3.96K","-0.24%"
"2023- 08- 24","18,765","18,705","18,970","18,625","5.28K","0.70%"
"2023- 08- 23","18,635","18,970","18,975","18,490","9.09K","-1.77%"
"2023- 08- 22","18,970","18,795","19,105","18,795","8.28K","2.15%"
"2023- 08- 21","18,570","18,250","18,675","18,125","11.52K","2.46%"
"2023- 08- 18","18,125","18,115","18,350","18,035","4.42K","-1.52%"
"2023- 08- 17","18,405","17,810","18,440","17,750","10.23K","1.71%"
"2023- 08- 16","18,095","18,680","18,775","18,060","13.02K","-4.06%"
"2023- 08- 14","18,860","19,385","19,385","18,680","10.97K","-2.81%"
"2023- 08- 11","19,405","19,535","19,640","19,295","13.78K","-0.49%"
"2023- 08- 10","19,500","19,220","19,670","19,220","12.01K","0.91%"
"2023- 08- 09","19,325","18,890","19,560","18,890","13.90K","1.55%"
"2023- 08- 08","19,030","19,055","19,285","18,920","4.43K","-0.13%"
"2023- 08- 07","19,055","19,825","19,825","18,880","19.38K","-4.53%"
"2023- 08- 04","19,960","20,350","20,350","19,960","8.04K","-0.82%"
"2023- 08- 03","20,125","19,980","20,125","19,525","9.97K","2.55%"
"2023- 08- 02","19,625","19,950","20,485","19,625","20.84K","-3.85%"
"2023- 08- 01","20,410","20,765","21,075","20,025","61.35K","1.04%"
"2023- 07- 31","20,200","19,655","20,350","19,655","37.39K","4.80%"
"2023- 07- 28","19,275","18,320","19,350","18,320","20.35K","2.80%"
"2023- 07- 27","18,750","20,385","20,530","18,660","71.07K","-9.02%"
"2023- 07- 26","20,610","21,170","22,840","20,115","104.59K","-2.23%"
"2023- 07- 25","21,080","20,415","21,220","20,235","35.09K","3.46%"
"2023- 07- 24","20,375","19,860","20,500","19,845","33.19K","2.67%"
"2023- 07- 21","19,845","19,105","20,055","19,105","13.54K","1.33%"
"2023- 07- 20","19,585","19,570","19,810","19,400","21.52K","0.08%"
