"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 11- 26","14,430","14,700","14,725","14,305","2.31M","-1.87%"
"2024- 11- 25","14,705","14,500","14,975","14,400","3.55M","2.15%"
"2024- 11- 22","14,395","14,025","14,405","13,910","2.80M","2.71%"
"2024- 11- 21","14,015","14,375","14,495","13,840","2.54M","-2.30%"
"2024- 11- 20","14,345","14,000","14,440","13,880","2.12M","2.46%"
"2024- 11- 19","14,000","13,915","14,470","13,750","3.20M","1.19%"
"2024- 11- 18","13,835","13,655","13,980","13,415","2.35M","0.51%"
"2024- 11- 15","13,765","13,905","14,015","13,480","2.33M","-0.69%"
"2024- 11- 14","13,860","13,155","13,885","13,100","3.20M","6.37%"
"2024- 11- 13","13,030","13,505","13,585","12,980","1.88M","-2.98%"
"2024- 11- 12","13,430","13,880","13,940","13,375","2.97M","-2.47%"
"2024- 11- 11","13,770","13,550","13,880","13,505","2.90M","2.72%"
"2024- 11- 08","13,405","13,650","14,025","13,115","4.67M","0.41%"
"2024- 11- 07","13,350","12,275","13,480","12,230","8.62M","9.83%"
"2024- 11- 06","12,155","11,880","12,165","11,610","2.89M","2.88%"
"2024- 11- 05","11,815","11,720","12,000","11,630","1.28M","0.77%"
"2024- 11- 04","11,725","11,740","11,815","11,550","3.01M","0.17%"
"2024- 11- 01","11,705","11,830","11,850","11,505","1.27M","-2.21%"
"2024- 10- 31","11,970","12,090","12,115","11,790","1.36M","-1.03%"
"2024- 10- 30","12,095","12,215","12,215","11,975","583.49K","-1.02%"
"2024- 10- 29","12,220","12,235","12,400","12,080","635.68K","-0.12%"
"2024- 10- 28","12,235","12,670","12,670","12,210","1.62M","-3.43%"
"2024- 10- 25","12,670","12,600","12,835","12,555","900.93K","0.60%"
"2024- 10- 24","12,595","12,575","12,760","12,560","519.73K","-0.83%"
"2024- 10- 23","12,700","12,615","12,955","12,600","1.95M","0.99%"
"2024- 10- 22","12,575","12,570","12,765","12,405","752.72K","-0.20%"
"2024- 10- 21","12,600","12,610","12,645","12,415","556.58K","0.16%"
"2024- 10- 18","12,580","12,800","12,830","12,530","685.93K","-1.72%"
"2024- 10- 17","12,800","12,555","12,830","12,325","1.15M","2.40%"
"2024- 10- 16","12,500","12,435","12,635","12,350","990.83K","-0.28%"
"2024- 10- 15","12,535","12,255","12,685","12,250","1.60M","2.91%"
"2024- 10- 14","12,180","12,095","12,195","12,065","521.04K","0.70%"
"2024- 10- 11","12,095","12,480","12,510","12,065","1.04M","-2.58%"
"2024- 10- 10","12,415","12,150","12,515","12,125","1.35M","2.82%"
"2024- 10- 08","12,075","12,040","12,220","12,010","837.94K","0.04%"
"2024- 10- 07","12,070","12,205","12,205","11,705","1.86M","-1.11%"
"2024- 10- 04","12,205","12,035","12,215","12,025","916.91K","1.29%"
"2024- 10- 02","12,050","11,925","12,195","11,845","1.23M","-0.25%"
"2024- 09- 30","12,080","12,110","12,235","11,975","1.32M","-0.25%"
"2024- 09- 27","12,110","12,745","12,790","12,040","2.50M","-5.13%"
"2024- 09- 26","12,765","12,725","12,900","12,650","947.62K","0.31%"
"2024- 09- 25","12,725","12,950","13,150","12,720","1.33M","-0.82%"
"2024- 09- 24","12,830","12,760","12,830","12,635","1.69M","0.67%"
"2024- 09- 23","12,745","12,835","12,895","12,680","952.27K","0.08%"
"2024- 09- 20","12,735","12,620","12,870","12,545","1.95M","2.33%"
"2024- 09- 19","12,445","12,355","12,485","12,260","1.63M","2.34%"
"2024- 09- 13","12,160","11,715","12,195","11,715","2.06M","4.20%"
"2024- 09- 12","11,670","11,700","11,720","11,475","1.23M","0.60%"
"2024- 09- 11","11,600","11,820","11,860","11,460","1.35M","-0.34%"
"2024- 09- 10","11,640","11,660","11,800","11,550","1.25M","0.43%"
"2024- 09- 09","11,590","11,175","11,590","11,155","933.09K","0.74%"
"2024- 09- 06","11,505","11,655","11,680","11,310","1.37M","-1.29%"
"2024- 09- 05","11,655","12,120","12,225","11,500","2.36M","-3.16%"
"2024- 09- 04","12,035","11,950","12,200","11,885","1.71M","-2.94%"
"2024- 09- 03","12,400","12,405","12,475","12,255","1.76M","0.16%"
"2024- 09- 02","12,380","12,775","12,775","12,305","1.92M","-2.60%"
"2024- 08- 30","12,710","12,445","12,710","12,355","2.18M","3.33%"
"2024- 08- 29","12,300","12,350","12,495","12,260","2.96M","-0.89%"
"2024- 08- 28","12,410","12,460","12,715","12,390","1.59M","-0.40%"
"2024- 08- 27","12,460","12,370","12,700","12,285","1.54M","0.73%"
"2024- 08- 26","12,370","12,775","12,775","12,305","2.58M","-2.98%"
"2024- 08- 23","12,750","12,600","12,865","12,560","1.22M","-0.16%"
"2024- 08- 22","12,770","13,290","13,290","12,515","3.64M","-3.59%"
"2024- 08- 21","13,245","13,320","13,445","13,110","2.07M","-1.12%"
"2024- 08- 20","13,395","13,250","13,400","12,995","1.66M","2.53%"
"2024- 08- 19","13,065","13,025","13,370","12,985","2.15M","0.77%"
"2024- 08- 16","12,965","13,105","13,285","12,735","3.51M","0.00%"
"2024- 08- 14","12,965","12,965","12,980","12,650","1.30M","1.01%"
"2024- 08- 13","12,835","13,015","13,265","12,765","1.59M","-2.47%"
"2024- 08- 12","13,160","13,270","13,310","12,935","1.88M","-0.38%"
"2024- 08- 09","13,210","13,490","13,545","13,130","1.74M","0.11%"
"2024- 08- 08","13,195","12,545","13,295","12,320","2.38M","3.82%"
"2024- 08- 07","12,710","12,755","12,940","12,450","5.27M","0.63%"
"2024- 08- 06","12,630","12,400","12,850","12,140","4.52M","7.12%"
"2024- 08- 05","11,790","12,770","12,890","11,010","5.56M","-11.69%"
"2024- 08- 02","13,350","13,655","13,870","13,250","2.53M","-4.40%"
"2024- 08- 01","13,965","13,475","14,060","13,355","1.70M","2.68%"
"2024- 07- 31","13,600","13,410","13,960","13,410","2.70M","1.15%"
"2024- 07- 30","13,445","13,580","13,650","13,205","1.72M","-1.28%"
"2024- 07- 29","13,620","13,610","13,805","13,340","1.98M","0.81%"
"2024- 07- 26","13,510","12,720","13,710","12,685","4.86M","8.95%"
"2024- 07- 25","12,400","12,490","12,650","12,110","3.37M","-2.75%"
"2024- 07- 24","12,750","12,825","12,925","12,530","2.32M","-0.39%"
"2024- 07- 23","12,800","12,390","12,800","12,335","2.76M","3.31%"
"2024- 07- 22","12,390","12,000","12,475","12,000","1.79M","3.25%"
"2024- 07- 19","12,000","12,350","12,360","11,910","1.98M","-2.91%"
"2024- 07- 18","12,360","12,485","12,690","12,255","2.16M","-1.00%"
"2024- 07- 17","12,485","12,255","12,665","12,250","8.41M","2.84%"
"2024- 07- 16","12,140","11,850","12,145","11,745","1.85M","3.50%"
"2024- 07- 15","11,730","11,700","11,895","11,695","2.71M","0.82%"
"2024- 07- 12","11,635","11,550","11,700","11,460","670.94K","0.13%"
"2024- 07- 11","11,620","11,600","11,770","11,525","687.53K","0.35%"
"2024- 07- 10","11,580","11,340","11,720","11,340","1.20M","1.76%"
"2024- 07- 09","11,380","11,450","11,475","11,350","472.61K","-0.39%"
"2024- 07- 08","11,425","11,180","11,500","11,180","763.21K","2.19%"
"2024- 07- 05","11,180","11,335","11,355","11,140","695.37K","-1.24%"
"2024- 07- 04","11,320","11,185","11,435","11,100","1.33M","0.76%"
"2024- 07- 03","11,235","11,485","11,490","11,065","907.30K","-1.88%"
"2024- 07- 02","11,450","11,700","11,700","11,295","929.17K","-1.34%"
"2024- 07- 01","11,605","11,490","11,650","11,390","1.44M","1.62%"
"2024- 06- 28","11,420","11,365","11,465","11,280","738.66K","0.48%"
"2024- 06- 27","11,365","11,200","11,380","11,100","761.34K","1.11%"
"2024- 06- 26","11,240","11,325","11,425","11,190","976.46K","-0.75%"
"2024- 06- 25","11,325","11,390","11,710","11,280","3.48M","0.27%"
"2024- 06- 24","11,295","11,060","11,375","11,000","4.77M","2.17%"
"2024- 06- 21","11,055","11,170","11,370","10,960","1.12M","0.32%"
"2024- 06- 20","11,020","11,145","11,185","10,955","754.05K","0.05%"
"2024- 06- 19","11,015","10,695","11,015","10,695","1.15M","3.28%"
"2024- 06- 18","10,665","10,795","10,795","10,635","492.63K","-0.65%"
"2024- 06- 17","10,735","10,870","10,870","10,655","677.63K","-0.56%"
"2024- 06- 14","10,795","10,480","10,910","10,420","1.35M","2.86%"
"2024- 06- 13","10,495","10,470","10,600","10,435","737.53K","-0.19%"
"2024- 06- 12","10,515","10,370","10,550","10,215","711.95K","1.11%"
"2024- 06- 11","10,400","10,650","10,650","10,385","354.17K","-0.43%"
"2024- 06- 10","10,445","10,375","10,520","10,315","337.75K","0.00%"
"2024- 06- 07","10,445","10,300","10,500","10,280","577.45K","1.85%"
"2024- 06- 05","10,255","10,385","10,460","10,200","452.08K","-1.01%"
"2024- 06- 04","10,360","10,550","10,575","10,335","476.14K","-2.26%"
"2024- 06- 03","10,600","10,280","10,845","10,240","1.03M","3.21%"
"2024- 05- 31","10,270","10,365","10,400","10,200","454.95K","-0.96%"
"2024- 05- 30","10,370","10,500","10,550","10,315","464.08K","-1.29%"
"2024- 05- 29","10,505","10,625","10,625","10,470","428.11K","-1.50%"
"2024- 05- 28","10,665","10,655","10,815","10,565","690.40K","0.09%"
"2024- 05- 27","10,655","10,900","10,900","10,525","633.65K","-0.88%"
"2024- 05- 24","10,750","10,360","10,815","10,315","650.99K","2.43%"
"2024- 05- 23","10,495","10,330","10,540","10,260","1.01M","1.35%"
"2024- 05- 22","10,355","10,700","10,700","10,280","1.19M","-3.00%"
"2024- 05- 21","10,675","10,690","10,790","10,635","703.83K","-0.14%"
"2024- 05- 20","10,690","10,845","10,880","10,645","582.80K","-1.25%"
"2024- 05- 17","10,825","11,075","11,100","10,745","1.20M","-3.00%"
"2024- 05- 16","11,160","11,200","11,210","10,990","1.06M","0.00%"
"2024- 05- 14","11,160","11,325","11,325","11,015","913.55K","-0.62%"
"2024- 05- 13","11,230","10,875","11,260","10,865","1.07M","3.89%"
"2024- 05- 10","10,810","10,940","11,000","10,650","600.80K","-0.18%"
"2024- 05- 09","10,830","10,840","10,995","10,770","835.29K","-0.05%"
"2024- 05- 08","10,835","10,815","10,960","10,715","2.62M","0.14%"
"2024- 05- 07","10,820","10,480","10,835","10,390","857.45K","3.54%"
"2024- 05- 03","10,450","10,635","10,635","10,425","514.17K","-1.14%"
"2024- 05- 02","10,570","10,725","10,845","10,555","642.36K","-1.63%"
"2024- 04- 30","10,745","10,910","10,920","10,690","765.59K","-1.51%"
"2024- 04- 29","10,910","11,010","11,010","10,710","3.05M","0.51%"
"2024- 04- 26","10,855","10,620","11,040","10,620","1.12M","2.21%"
"2024- 04- 25","10,620","10,765","10,900","10,520","1.33M","-2.12%"
"2024- 04- 24","10,850","11,400","11,400","10,715","1.87M","1.50%"
"2024- 04- 23","10,690","10,360","10,890","10,355","1.81M","4.19%"
"2024- 04- 22","10,260","10,460","10,665","10,185","1.44M","-0.87%"
"2024- 04- 19","10,350","10,270","10,370","9,895","1.88M","1.17%"
"2024- 04- 18","10,230","9,510","10,410","9,510","1.68M","8.66%"
"2024- 04- 17","9,415","9,450","9,510","9,365","1.58M","0.16%"
"2024- 04- 16","9,400","9,615","9,705","9,315","743.31K","-3.19%"
"2024- 04- 15","9,710","9,465","9,750","9,365","576.47K","1.94%"
"2024- 04- 12","9,525","9,230","9,575","9,120","462.13K","3.59%"
"2024- 04- 11","9,195","9,370","9,370","9,140","405.85K","-2.34%"
"2024- 04- 09","9,415","9,330","9,600","9,330","335.12K","0.91%"
"2024- 04- 08","9,330","9,550","9,550","9,300","263.08K","-1.69%"
"2024- 04- 05","9,490","9,365","9,560","9,360","219.43K","0.11%"
"2024- 04- 04","9,480","9,630","9,630","9,270","2.56M","-1.04%"
"2024- 04- 03","9,580","9,645","9,685","9,465","503.66K","-0.16%"
"2024- 04- 02","9,595","9,595","9,630","9,345","706.40K","0.73%"
"2024- 04- 01","9,525","9,450","9,535","9,300","564.83K","0.79%"
"2024- 03- 29","9,450","9,515","9,595","9,380","322.32K","-0.42%"
"2024- 03- 28","9,490","9,610","9,715","9,465","598.76K","-1.04%"
"2024- 03- 27","9,590","9,975","9,975","9,455","693.30K","-2.84%"
"2024- 03- 26","9,870","9,995","10,040","9,795","357.40K","-0.45%"
"2024- 03- 25","9,915","10,055","10,055","9,815","364.38K","-1.34%"
"2024- 03- 22","10,050","10,085","10,085","9,850","397.29K","0.85%"
"2024- 03- 21","9,965","10,025","10,025","9,780","357.46K","0.35%"
"2024- 03- 20","9,930","9,760","9,965","9,755","636.13K","2.27%"
"2024- 03- 19","9,710","9,915","9,915","9,580","616.13K","-1.62%"
"2024- 03- 18","9,870","9,795","9,935","9,605","915.94K","3.51%"
"2024- 03- 15","9,535","9,705","9,985","9,515","674.74K","-0.10%"
"2024- 03- 14","9,545","8,820","9,650","8,820","836.27K","8.34%"
"2024- 03- 13","8,810","8,855","8,925","8,740","138.02K","-0.62%"
"2024- 03- 12","8,865","8,915","8,955","8,750","116.24K","0.00%"
"2024- 03- 11","8,865","8,535","8,925","8,510","314.70K","3.93%"
"2024- 03- 08","8,530","8,685","8,685","8,495","149.23K","-0.99%"
"2024- 03- 07","8,615","8,645","8,700","8,565","77.56K","0.06%"
"2024- 03- 06","8,610","8,600","8,660","8,555","126.78K","0.12%"
"2024- 03- 05","8,600","8,645","8,740","8,560","122.73K","-0.06%"
"2024- 03- 04","8,605","8,975","8,975","8,565","362.74K","-2.82%"
"2024- 02- 29","8,855","8,975","8,980","8,850","194.91K","-1.28%"
"2024- 02- 28","8,970","8,775","9,015","8,640","334.74K","3.10%"
"2024- 02- 27","8,700","8,525","8,780","8,420","221.63K","2.17%"
"2024- 02- 26","8,515","8,520","8,555","8,440","138.90K","-0.12%"
"2024- 02- 23","8,525","8,660","8,660","8,520","145.66K","-0.47%"
"2024- 02- 22","8,565","8,700","8,700","8,555","147.55K","-0.81%"
"2024- 02- 21","8,635","8,580","8,680","8,535","127.75K","1.41%"
"2024- 02- 20","8,515","8,700","8,700","8,505","150.41K","-1.50%"
"2024- 02- 19","8,645","8,750","8,750","8,605","153.65K","0.17%"
"2024- 02- 16","8,630","8,640","8,720","8,615","151.42K","0.52%"
"2024- 02- 15","8,585","8,670","8,695","8,555","137.27K","0.06%"
"2024- 02- 14","8,580","8,670","8,725","8,540","209.59K","-1.89%"
"2024- 02- 13","8,745","8,835","8,935","8,695","193.62K","-0.96%"
"2024- 02- 08","8,830","8,900","8,900","8,785","169.03K","0.23%"
"2024- 02- 07","8,810","8,805","8,865","8,770","164.21K","0.92%"
"2024- 02- 06","8,730","8,750","8,815","8,700","168.21K","-0.23%"
"2024- 02- 05","8,750","8,820","8,835","8,615","200.83K","0.23%"
"2024- 02- 02","8,730","8,585","8,760","8,555","215.71K","1.69%"
"2024- 02- 01","8,585","8,505","8,595","8,485","155.96K","-0.35%"
"2024- 01- 31","8,615","8,575","8,640","8,515","177.80K","0.82%"
"2024- 01- 30","8,545","8,880","8,880","8,510","205.72K","-2.57%"
"2024- 01- 29","8,770","8,990","8,990","8,745","152.25K","-1.24%"
"2024- 01- 26","8,880","8,870","8,995","8,810","183.13K","0.11%"
"2024- 01- 25","8,870","8,840","8,900","8,650","147.90K","1.20%"
"2024- 01- 24","8,765","8,950","8,950","8,650","149.86K","-1.35%"
"2024- 01- 23","8,885","9,035","9,040","8,835","159.62K","-0.73%"
"2024- 01- 22","8,950","9,100","9,100","8,880","160.72K","0.56%"
"2024- 01- 19","8,900","8,670","8,900","8,630","309.87K","4.34%"
"2024- 01- 18","8,530","8,495","8,665","8,475","183.05K","0.47%"
"2024- 01- 17","8,490","8,690","8,750","8,470","205.04K","-2.97%"
"2024- 01- 16","8,750","9,060","9,060","8,725","297.62K","-3.05%"
"2024- 01- 15","9,025","8,835","9,025","8,805","193.65K","2.21%"
"2024- 01- 12","8,830","8,800","8,915","8,800","177.18K","-0.11%"
"2024- 01- 11","8,840","9,120","9,120","8,820","283.20K","-1.89%"
"2024- 01- 10","9,010","9,125","9,125","8,920","144.13K","-0.17%"
"2024- 01- 09","9,025","9,290","9,290","9,020","184.48K","-1.69%"
"2024- 01- 08","9,180","9,160","9,270","9,135","172.68K","0.22%"
"2024- 01- 05","9,160","9,325","9,325","9,100","158.75K","-1.40%"
"2024- 01- 04","9,290","9,225","9,290","9,170","152.94K","0.70%"
"2024- 01- 03","9,225","9,450","9,450","9,215","193.01K","-3.40%"
"2024- 01- 02","9,550","9,510","9,560","9,445","261.06K","0.42%"
"2023- 12- 28","9,510","9,300","9,575","9,300","227.84K","2.26%"
"2023- 12- 27","9,300","9,025","9,300","9,025","169.25K","2.20%"
"2023- 12- 26","9,100","9,195","9,195","9,045","175.09K","0.00%"
"2023- 12- 22","9,100","9,025","9,165","9,025","206.01K","0.28%"
"2023- 12- 21","9,075","9,285","9,285","9,010","246.74K","-2.37%"
"2023- 12- 20","9,295","9,225","9,340","9,225","201.90K","1.03%"
"2023- 12- 19","9,200","9,360","9,360","9,185","194.95K","-1.18%"
"2023- 12- 18","9,310","9,585","9,585","9,250","227.45K","-2.36%"
"2023- 12- 15","9,535","9,440","9,595","9,440","161.91K","1.01%"
"2023- 12- 14","9,440","9,385","9,470","9,310","169.39K","1.40%"
"2023- 12- 13","9,310","9,350","9,410","9,280","199.64K","-1.48%"
"2023- 12- 12","9,450","9,330","9,465","9,230","171.02K","2.16%"
"2023- 12- 11","9,250","9,310","9,320","9,150","170.34K","-0.64%"
"2023- 12- 08","9,310","9,340","9,380","9,270","163.59K","0.05%"
"2023- 12- 07","9,305","9,390","9,390","9,290","154.75K","-1.53%"
"2023- 12- 06","9,450","9,490","9,535","9,385","172.47K","-0.37%"
"2023- 12- 05","9,485","9,670","9,760","9,485","195.28K","-2.27%"
"2023- 12- 04","9,705","9,665","9,805","9,665","253.53K","0.83%"
"2023- 12- 01","9,625","9,570","9,670","9,530","281.73K","1.21%"
"2023- 11- 30","9,510","9,490","9,520","9,275","162.77K","1.39%"
"2023- 11- 29","9,380","9,585","9,585","9,300","236.38K","-0.27%"
"2023- 11- 28","9,405","9,115","9,530","9,055","291.53K","4.10%"
"2023- 11- 27","9,035","8,865","9,035","8,800","213.33K","2.03%"
"2023- 11- 24","8,855","8,975","9,300","8,830","302.88K","-4.78%"
"2023- 11- 23","9,300","9,400","9,470","9,255","138.30K","-0.85%"
"2023- 11- 22","9,380","9,150","9,455","9,150","190.57K","2.68%"
"2023- 11- 21","9,135","9,180","9,180","9,030","144.61K","0.27%"
"2023- 11- 20","9,110","8,685","9,140","8,685","156.66K","4.89%"
"2023- 11- 17","8,685","8,875","8,875","8,650","115.26K","-1.70%"
"2023- 11- 16","8,835","8,815","8,835","8,590","117.79K","0.86%"
"2023- 11- 15","8,760","8,640","8,760","8,465","85.65K","4.60%"
"2023- 11- 14","8,375","8,340","8,385","8,280","94.06K","1.15%"
"2023- 11- 13","8,280","8,585","8,585","8,210","94.08K","-2.13%"
"2023- 11- 10","8,460","8,470","8,470","8,360","100.67K","-0.29%"
"2023- 11- 09","8,485","8,620","8,620","8,380","109.30K","-1.79%"
"2023- 11- 08","8,640","9,055","9,055","8,620","123.14K","-3.46%"
"2023- 11- 07","8,950","9,000","9,015","8,765","146.12K","-0.83%"
"2023- 11- 06","9,025","8,815","9,025","8,635","156.52K","5.19%"
"2023- 11- 03","8,580","8,515","8,650","8,390","125.47K","2.45%"
"2023- 11- 02","8,375","8,330","8,450","8,330","143.46K","2.70%"
"2023- 11- 01","8,155","8,160","8,315","8,125","132.48K","0.06%"
"2023- 10- 31","8,150","8,515","8,540","8,100","173.66K","-3.78%"
"2023- 10- 30","8,470","8,560","8,630","8,435","143.66K","-0.59%"
"2023- 10- 27","8,520","8,675","8,795","8,470","145.54K","-1.16%"
"2023- 10- 26","8,620","8,730","8,880","8,555","182.31K","-2.82%"
"2023- 10- 25","8,870","8,680","8,990","8,650","158.85K","3.02%"
"2023- 10- 24","8,610","8,550","8,610","8,300","126.60K","0.94%"
"2023- 10- 23","8,530","8,670","8,785","8,500","119.78K","-1.67%"
"2023- 10- 20","8,675","8,670","8,755","8,560","136.06K","-1.25%"
"2023- 10- 19","8,785","8,905","8,990","8,730","239.46K","-2.87%"
"2023- 10- 18","9,045","9,155","9,155","9,005","121.96K","-0.44%"
"2023- 10- 17","9,085","9,170","9,310","9,075","136.27K","-0.71%"
"2023- 10- 16","9,150","9,085","9,300","9,050","138.68K","0.22%"
"2023- 10- 13","9,130","9,335","9,335","9,050","162.52K","-2.25%"
"2023- 10- 12","9,340","9,465","9,475","9,270","278.25K","-0.59%"
"2023- 10- 11","9,395","9,265","9,495","9,265","156.99K","2.79%"
"2023- 10- 10","9,140","9,220","9,430","9,060","159.96K","0.44%"
"2023- 10- 06","9,100","9,225","9,295","9,000","190.02K","-1.03%"
